가로등위치,설치개수,소재지도로명주소,소재지지번주소,위도,경도,램프종류,관리기관전화번호,관리기관명,데이터기준일자
281-30,1,강원특별자치도 춘천시 신북읍 천전리 263-9,강원특별자치도 춘천시 신북읍 천전리 263-9,37.93559647,127.7829285,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
281-31,1,강원특별자치도 춘천시 동면 지내리 447-9,강원특별자치도 춘천시 동면 지내리 447-9,37.92590332,127.7761612,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
281-32,1,강원특별자치도 춘천시 동면 지내리 444,강원특별자치도 춘천시 동면 지내리 444,37.92623901,127.7763214,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
281-33,1,강원특별자치도 춘천시 동면 지내리 443,강원특별자치도 춘천시 동면 지내리 443,37.92655563,127.776413,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
281-34,1,강원특별자치도 춘천시 동면 지내리 749,강원특별자치도 춘천시 동면 지내리 749,37.92691422,127.7765427,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
281-35,1,강원특별자치도 춘천시 동면 지내리 749,강원특별자치도 춘천시 동면 지내리 749,37.92724609,127.7766876,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
281-36,1,강원특별자치도 춘천시 동면 지내리 749,강원특별자치도 춘천시 동면 지내리 749,37.92759323,127.7768097,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
281-37,1,강원특별자치도 춘천시 신북읍 천전리 1259,강원특별자치도 춘천시 신북읍 천전리 1259,37.92791748,127.7769318,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
281-38,1,강원특별자치도 춘천시 신북읍 천전리 1259,강원특별자치도 춘천시 신북읍 천전리 1259,37.92827225,127.7770538,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
281-39,1,강원특별자치도 춘천시 신북읍 천전리 1259-7,강원특별자치도 춘천시 신북읍 천전리 1259-7,37.92860031,127.7771835,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
281-40,1,강원특별자치도 춘천시 신북읍 천전리 692-78,강원특별자치도 춘천시 신북읍 천전리 692-78,37.92889404,127.7773132,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
281-41,1,강원특별자치도 춘천시 신북읍 천전리 673-4,강원특별자치도 춘천시 신북읍 천전리 673-4,37.92925644,127.7774277,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
281-42,1,강원특별자치도 춘천시 신북읍 천전리 674-6,강원특별자치도 춘천시 신북읍 천전리 674-6,37.92956924,127.7775726,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
281-43,1,강원특별자치도 춘천시 신북읍 천전리 675-9,강원특별자치도 춘천시 신북읍 천전리 675-9,37.92994308,127.77771,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
281-44,1,강원특별자치도 춘천시 신북읍 천전리 675-6,강원특별자치도 춘천시 신북읍 천전리 675-6,37.93029404,127.7778854,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
281-45,1,강원특별자치도 춘천시 신북읍 천전리 676-6,강원특별자치도 춘천시 신북읍 천전리 676-6,37.93060684,127.7780685,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
281-46,1,강원특별자치도 춘천시 신북읍 천전리 672-27,강원특별자치도 춘천시 신북읍 천전리 672-27,37.93088913,127.7782135,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
281-47,1,강원특별자치도 춘천시 신북읍 천전리 672-27,강원특별자치도 춘천시 신북읍 천전리 672-27,37.93107605,127.7783813,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
281-48,1,강원특별자치도 춘천시 신북읍 천전리 1244-4,강원특별자치도 춘천시 신북읍 천전리 1244-4,37.9312706,127.778511,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
281-49,1,강원특별자치도 춘천시 신북읍 천전리 900,강원특별자치도 춘천시 신북읍 천전리 900,37.93146515,127.7786942,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
281-50,1,강원특별자치도 춘천시 신북읍 천전리 900-3,강원특별자치도 춘천시 신북읍 천전리 900-3,37.93164063,127.7788467,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
281-51,1,강원특별자치도 춘천시 신북읍 천전리 900-3,강원특별자치도 춘천시 신북읍 천전리 900-3,37.93196487,127.7791519,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
281-52,1,강원특별자치도 춘천시 신북읍 천전리 905-1,강원특별자치도 춘천시 신북읍 천전리 905-1,37.93217087,127.7793808,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
281-53,1,강원특별자치도 춘천시 신북읍 천전리 904-1,강원특별자치도 춘천시 신북읍 천전리 904-1,37.9323616,127.7796249,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
281-54,1,강원특별자치도 춘천시 신북읍 천전리 887,강원특별자치도 춘천시 신북읍 천전리 887,37.93259811,127.7797546,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
281-55,1,강원특별자치도 춘천시 신북읍 천전리 887,강원특별자치도 춘천시 신북읍 천전리 887,37.93286133,127.7800217,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
281-56,1,강원특별자치도 춘천시 신북읍 천전리 886,강원특별자치도 춘천시 신북읍 천전리 886,37.93312454,127.7803116,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
281-57,1,강원특별자치도 춘천시 신북읍 천전리 879-1,강원특별자치도 춘천시 신북읍 천전리 879-1,37.93339157,127.780632,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
281-58,1,강원특별자치도 춘천시 신북읍 천전리 877,강원특별자치도 춘천시 신북읍 천전리 877,37.93368912,127.7809372,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
281-59,1,강원특별자치도 춘천시 신북읍 천전리 887,강원특별자치도 춘천시 신북읍 천전리 887,37.93256378,127.7797928,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
281-60,1,강원특별자치도 춘천시 신북읍 천전리 887,강원특별자치도 춘천시 신북읍 천전리 887,37.93270874,127.780014,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
281-61,1,강원특별자치도 춘천시 신북읍 천전리 886,강원특별자치도 춘천시 신북읍 천전리 886,37.93280792,127.7803116,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
281-62,1,강원특별자치도 춘천시 신북읍 천전리 886,강원특별자치도 춘천시 신북읍 천전리 886,37.93278885,127.7806473,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
281-63,1,강원특별자치도 춘천시 신북읍 천전리 886,강원특별자치도 춘천시 신북읍 천전리 886,37.93263245,127.7809372,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
282-01,1,강원특별자치도 춘천시 남산면 강촌리 676-9,강원특별자치도 춘천시 남산면 강촌리 676-9,37.80824661,127.6358032,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
282-02,1,강원특별자치도 춘천시 남산면 강촌리 333-5,강원특별자치도 춘천시 남산면 강촌리 333-5,37.80798721,127.6352615,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
282-03,1,강원특별자치도 춘천시 남산면 강촌리 331,강원특별자치도 춘천시 남산면 강촌리 331,37.80776596,127.6348267,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
282-04,1,강원특별자치도 춘천시 남산면 강촌리 331,강원특별자치도 춘천시 남산면 강촌리 331,37.80748367,127.6342545,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
282-05,1,강원특별자치도 춘천시 남산면 강촌리 331,강원특별자치도 춘천시 남산면 강촌리 331,37.80706024,127.633667,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
282-06,1,강원특별자치도 춘천시 남산면 강촌리 358-1,강원특별자치도 춘천시 남산면 강촌리 358-1,37.8067627,127.6333466,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
282-07,1,강원특별자치도 춘천시 남산면 강촌리 358-1,강원특별자치도 춘천시 남산면 강촌리 358-1,37.806427,127.6327286,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
282-08,1,강원특별자치도 춘천시 남산면 방곡리 405-5,강원특별자치도 춘천시 남산면 방곡리 405-5,37.80596924,127.6318817,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
282-09,1,강원특별자치도 춘천시 남산면 방곡리 405-5,강원특별자치도 춘천시 남산면 방곡리 405-5,37.80581284,127.6315918,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
282-10,1,강원특별자치도 춘천시 남산면 방곡리 405-6,강원특별자치도 춘천시 남산면 방곡리 405-6,37.80539322,127.6309128,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
282-11,1,강원특별자치도 춘천시 남산면 방곡리 405-6,강원특별자치도 춘천시 남산면 방곡리 405-6,37.80499649,127.6304855,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
282-12,1,강원특별자치도 춘천시 남산면 강촌리 676-1,강원특별자치도 춘천시 남산면 강촌리 676-1,37.80460358,127.6301041,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
282-13,1,강원특별자치도 춘천시 남산면 강촌리 391-30,강원특별자치도 춘천시 남산면 강촌리 391-30,37.80421829,127.6296768,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
282-14,1,강원특별자치도 춘천시 남산면 강촌리 391,강원특별자치도 춘천시 남산면 강촌리 391,37.8038063,127.6291275,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
282-15,1,강원특별자치도 춘천시 남산면 강촌리 393-25,강원특별자치도 춘천시 남산면 강촌리 393-25,37.80354309,127.6284866,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
282-16,1,강원특별자치도 춘천시 남산면 강촌리 393-28,강원특별자치도 춘천시 남산면 강촌리 393-28,37.80342865,127.6278534,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
282-17,1,강원특별자치도 춘천시 남산면 강촌리 692,강원특별자치도 춘천시 남산면 강촌리 692,37.80353928,127.6271286,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
283-01,1,강원특별자치도 춘천시 남산면 강촌리 394,강원특별자치도 춘천시 남산면 강촌리 394,37.80358124,127.6266251,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
283-02,1,강원특별자치도 춘천시 남산면 강촌리 676-1,강원특별자치도 춘천시 남산면 강촌리 676-1,37.80365372,127.6257324,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
283-03,1,강원특별자치도 춘천시 남산면 강촌리 676-1,강원특별자치도 춘천시 남산면 강촌리 676-1,37.80339813,127.6252289,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
283-04,1,강원특별자치도 춘천시 남산면 강촌리 676-1,강원특별자치도 춘천시 남산면 강촌리 676-1,37.80290985,127.6249008,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
283-05,1,강원특별자치도 춘천시 남산면 강촌리 416,강원특별자치도 춘천시 남산면 강촌리 416,37.80229568,127.6247406,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
283-06,1,강원특별자치도 춘천시 남산면 강촌리 414,강원특별자치도 춘천시 남산면 강촌리 414,37.80202866,127.6243896,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
283-07,1,강원특별자치도 춘천시 남산면 강촌리 676-26,강원특별자치도 춘천시 남산면 강촌리 676-26,37.80205154,127.6236725,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
283-08,1,강원특별자치도 춘천시 남산면 강촌리 417,강원특별자치도 춘천시 남산면 강촌리 417,37.80208969,127.6228943,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
283-09,1,강원특별자치도 춘천시 남산면 강촌리 417,강원특별자치도 춘천시 남산면 강촌리 417,37.80228806,127.6221619,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
283-10,1,강원특별자치도 춘천시 남산면 강촌리 676-28,강원특별자치도 춘천시 남산면 강촌리 676-28,37.80239868,127.621666,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
283-11,1,강원특별자치도 춘천시 남산면 강촌리 676-1,강원특별자치도 춘천시 남산면 강촌리 676-1,37.80223846,127.6210556,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
283-12,1,강원특별자치도 춘천시 남산면 강촌리 676-1,강원특별자치도 춘천시 남산면 강촌리 676-1,37.80188751,127.6207886,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
283-13,1,강원특별자치도 춘천시 남산면 강촌리 676-1,강원특별자치도 춘천시 남산면 강촌리 676-1,37.80152512,127.6201172,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
283-14,1,강원특별자치도 춘천시 남산면 강촌리 산 120-1,강원특별자치도 춘천시 남산면 강촌리 산 120-1,37.80098343,127.6200638,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
283-15,1,강원특별자치도 춘천시 남산면 강촌리 산 120-1,강원특별자치도 춘천시 남산면 강촌리 산 120-1,37.80050278,127.6198502,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
283-16,1,강원특별자치도 춘천시 남산면 강촌리 419-111,강원특별자치도 춘천시 남산면 강촌리 419-111,37.8000145,127.6195374,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
283-17,1,강원특별자치도 춘천시 남산면 강촌리 426-2,강원특별자치도 춘천시 남산면 강촌리 426-2,37.79957581,127.6192169,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
283-18,1,강원특별자치도 춘천시 남산면 강촌리 396,강원특별자치도 춘천시 남산면 강촌리 396,37.80329132,127.6256638,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
283-19,1,강원특별자치도 춘천시 남산면 강촌리 397,강원특별자치도 춘천시 남산면 강촌리 397,37.80306625,127.6252518,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
284-01,1,강원특별자치도 춘천시 사농동 112-8,강원특별자치도 춘천시 사농동 112-8,37.90744019,127.7240295,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
284-02,1,강원특별자치도 춘천시 사농동 112-5,강원특별자치도 춘천시 사농동 112-5,37.90768433,127.7239151,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
284-03,1,강원특별자치도 춘천시 사농동 112-5,강원특별자치도 춘천시 사농동 112-5,37.90790939,127.7238007,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
284-04,1,강원특별자치도 춘천시 사농동 122,강원특별자치도 춘천시 사농동 122,37.90816116,127.7236862,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
284-05,1,강원특별자치도 춘천시 사농동 122-3,강원특별자치도 춘천시 사농동 122-3,37.90841293,127.7235489,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
284-06,1,강원특별자치도 춘천시 사농동 122-3,강원특별자치도 춘천시 사농동 122-3,37.90869141,127.7234192,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
284-07,1,강원특별자치도 춘천시 사농동 122,강원특별자치도 춘천시 사농동 122,37.90895462,127.7232742,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
284-08,1,강원특별자치도 춘천시 사농동 122-3,강원특별자치도 춘천시 사농동 122-3,37.90916443,127.7231598,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
284-09,1,강원특별자치도 춘천시 사농동 122-3,강원특별자치도 춘천시 사농동 122-3,37.90940094,127.7230606,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
284-10,1,강원특별자치도 춘천시 사농동 122,강원특별자치도 춘천시 사농동 122,37.90966034,127.7229767,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
284-11,1,강원특별자치도 춘천시 사농동 120-2,강원특별자치도 춘천시 사농동 120-2,37.90994263,127.7228699,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
284-12,1,강원특별자치도 춘천시 사농동 120-2,강원특별자치도 춘천시 사농동 120-2,37.91024399,127.7227783,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
284-13,1,강원특별자치도 춘천시 사농동 370-9,강원특별자치도 춘천시 사농동 370-9,37.91048431,127.7227402,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
284-14,1,강원특별자치도 춘천시 사농동 370-7,강원특별자치도 춘천시 사농동 370-7,37.91075897,127.7226486,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
284-15,1,강원특별자치도 춘천시 사농동 369-4,강원특별자치도 춘천시 사농동 369-4,37.91100311,127.7225647,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
284-16,1,강원특별자치도 춘천시 사농동 369-10,강원특별자치도 춘천시 사농동 369-10,37.9112587,127.722496,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
284-17,1,강원특별자치도 춘천시 사농동 369-10,강원특별자치도 춘천시 사농동 369-10,37.91150284,127.7224655,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
284-18,1,강원특별자치도 춘천시 사농동 369-10,강원특별자치도 춘천시 사농동 369-10,37.91173172,127.7224121,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
284-19,1,강원특별자치도 춘천시 사농동 369-6,강원특별자치도 춘천시 사농동 369-6,37.91196823,127.7223816,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
284-20,1,강원특별자치도 춘천시 사농동 367-4,강원특별자치도 춘천시 사농동 367-4,37.91223907,127.7223587,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
284-21,1,강원특별자치도 춘천시 사농동 367-6,강원특별자치도 춘천시 사농동 367-6,37.91247559,127.7223358,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
284-22,1,강원특별자치도 춘천시 사농동 158-3,강원특별자치도 춘천시 사농동 158-3,37.91262662,127.7223739,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
284-23,1,강원특별자치도 춘천시 사농동 158-4,강원특별자치도 춘천시 사농동 158-4,37.91056061,127.7228928,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
284-24,1,강원특별자치도 춘천시 사농동 158-4,강원특별자치도 춘천시 사농동 158-4,37.91057968,127.7233429,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
284-25,1,강원특별자치도 춘천시 사농동 158-4,강원특별자치도 춘천시 사농동 158-4,37.9106102,127.723877,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
284-26,1,강원특별자치도 춘천시 사농동 158-4,강원특별자치도 춘천시 사농동 158-4,37.91063309,127.7243958,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
284-27,1,강원특별자치도 춘천시 사농동 651-9,강원특별자치도 춘천시 사농동 651-9,37.91065216,127.7249374,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
284-28,1,강원특별자치도 춘천시 사농동 158,강원특별자치도 춘천시 사농동 158,37.91264148,127.7228886,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
284-29,1,강원특별자치도 춘천시 사농동 158-3,강원특별자치도 춘천시 사농동 158-3,37.91265506,127.7236109,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
284-30,1,강원특별자치도 춘천시 사농동 158-3,강원특별자치도 춘천시 사농동 158-3,37.91266579,127.724063,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
284-31,1,강원특별자치도 춘천시 사농동 651-6,강원특별자치도 춘천시 사농동 651-6,37.91266577,127.7244326,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
284-32,1,강원특별자치도 춘천시 사농동 158,강원특별자치도 춘천시 사농동 158,37.91266109,127.7248277,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
285-01,1,강원특별자치도 춘천시 사농동 367-9,강원특별자치도 춘천시 사농동 367-9,37.91261673,127.7219696,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
285-02,1,강원특별자치도 춘천시 사농동 367-9,강원특별자치도 춘천시 사농동 367-9,37.91234207,127.7220383,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
285-03,1,강원특별자치도 춘천시 사농동 219-162,강원특별자치도 춘천시 사농동 219-162,37.91199493,127.7220917,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
285-04,1,강원특별자치도 춘천시 사농동 372-12,강원특별자치도 춘천시 사농동 372-12,37.91172028,127.7221375,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
285-05,1,강원특별자치도 춘천시 사농동 372-9,강원특별자치도 춘천시 사농동 372-9,37.91149902,127.7221527,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
285-06,1,강원특별자치도 춘천시 사농동 372-13,강원특별자치도 춘천시 사농동 372-13,37.91121674,127.7222366,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
285-07,1,강원특별자치도 춘천시 사농동 371-14,강원특별자치도 춘천시 사농동 371-14,37.91100311,127.7222519,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
285-08,1,강원특별자치도 춘천시 사농동 371-14,강원특별자치도 춘천시 사농동 371-14,37.91070557,127.7223206,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
285-09,1,강원특별자치도 춘천시 사농동 371-15,강원특별자치도 춘천시 사농동 371-15,37.91044235,127.7224121,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
285-10,1,강원특별자치도 춘천시 사농동 219-162,강원특별자치도 춘천시 사농동 219-162,37.91016388,127.7224808,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
285-11,1,강원특별자치도 춘천시 사농동 433-25,강원특별자치도 춘천시 사농동 433-25,37.90991211,127.7225266,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
285-12,1,강원특별자치도 춘천시 사농동 434-32,강원특별자치도 춘천시 사농동 434-32,37.9096489,127.722641,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
285-13,1,강원특별자치도 춘천시 사농동 434-28,강원특별자치도 춘천시 사농동 434-28,37.90937805,127.7227631,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
285-14,1,강원특별자치도 춘천시 사농동 219-162,강원특별자치도 춘천시 사농동 219-162,37.90916061,127.7228928,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
285-15,1,강원특별자치도 춘천시 사농동 434-1,강원특별자치도 춘천시 사농동 434-1,37.90890503,127.7230148,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
285-16,1,강원특별자치도 춘천시 사농동 434-8,강원특별자치도 춘천시 사농동 434-8,37.90861893,127.7230988,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
285-17,1,강원특별자치도 춘천시 사농동 434-1,강원특별자치도 춘천시 사농동 434-1,37.90835953,127.7232361,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
285-18,1,강원특별자치도 춘천시 사농동 434-1,강원특별자치도 춘천시 사농동 434-1,37.90812683,127.7233505,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
285-19,1,강원특별자치도 춘천시 사농동 115-32,강원특별자치도 춘천시 사농동 115-32,37.90782928,127.7234726,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
285-20,1,강원특별자치도 춘천시 사농동 115-35,강원특별자치도 춘천시 사농동 115-35,37.90756607,127.7236023,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
285-21,1,강원특별자치도 춘천시 사농동 115-1,강원특별자치도 춘천시 사농동 115-1,37.90730667,127.7237701,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
286-01,1,강원특별자치도 춘천시 사농동 276-8,강원특별자치도 춘천시 사농동 276-8,37.92155075,127.7209473,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
286-02,1,강원특별자치도 춘천시 사농동 276-4,강원특별자치도 춘천시 사농동 276-4,37.92132187,127.7209396,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
286-03,1,강원특별자치도 춘천시 사농동 217-229,강원특별자치도 춘천시 사농동 217-229,37.92110062,127.720932,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
286-04,1,강원특별자치도 춘천시 사농동 217-99,강원특별자치도 춘천시 사농동 217-99,37.92087173,127.7209549,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
286-05,1,강원특별자치도 춘천시 사농동 676-1,강원특별자치도 춘천시 사농동 676-1,37.92066956,127.7210159,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
286-06,1,강원특별자치도 춘천시 사농동 685-3,강원특별자치도 춘천시 사농동 685-3,37.92037582,127.7210007,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
286-07,1,강원특별자치도 춘천시 사농동 299-2,강원특별자치도 춘천시 사농동 299-2,37.91999817,127.7210007,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
286-08,1,강원특별자치도 춘천시 사농동 219-158,강원특별자치도 춘천시 사농동 219-158,37.91980362,127.7210083,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
286-09,1,강원특별자치도 춘천시 사농동 291-8,강원특별자치도 춘천시 사농동 291-8,37.91949844,127.7210159,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
286-10,1,강원특별자치도 춘천시 사농동 291-22,강원특별자치도 춘천시 사농동 291-22,37.91921616,127.7210083,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
286-11,1,강원특별자치도 춘천시 사농동 291-22,강원특별자치도 춘천시 사농동 291-22,37.91894913,127.7210541,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
286-12,1,강원특별자치도 춘천시 사농동 61-8,강원특별자치도 춘천시 사농동 61-8,37.91868973,127.7210464,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
286-13,1,강원특별자치도 춘천시 사농동 292-1,강원특별자치도 춘천시 사농동 292-1,37.91839981,127.721077,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
286-14,1,강원특별자치도 춘천시 사농동 292-1,강원특별자치도 춘천시 사농동 292-1,37.91814041,127.7210617,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
286-15,1,강원특별자치도 춘천시 사농동 292-1,강원특별자치도 춘천시 사농동 292-1,37.91786575,127.7210846,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
286-16,1,강원특별자치도 춘천시 사농동 292-1,강원특별자치도 춘천시 사농동 292-1,37.91759109,127.7210922,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
286-17,1,강원특별자치도 춘천시 사농동 292-1,강원특별자치도 춘천시 사농동 292-1,37.91735077,127.721138,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
286-18,1,강원특별자치도 춘천시 사농동 316-12,강원특별자치도 춘천시 사농동 316-12,37.91707611,127.7211304,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
286-19,1,강원특별자치도 춘천시 사농동 312-4,강원특별자치도 춘천시 사농동 312-4,37.91680908,127.721138,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
286-20,1,강원특별자치도 춘천시 사농동 312-4,강원특별자치도 춘천시 사농동 312-4,37.91651535,127.721138,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
286-21,1,강원특별자치도 춘천시 사농동 312-4,강원특별자치도 춘천시 사농동 312-4,37.9162674,127.7211533,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
286-22,1,강원특별자치도 춘천시 사농동 219-158,강원특별자치도 춘천시 사농동 219-158,37.91598511,127.7212372,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
286-23,1,강원특별자치도 춘천시 사농동 310-4,강원특별자치도 춘천시 사농동 310-4,37.91570282,127.7212906,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
286-24,1,강원특별자치도 춘천시 사농동 219-148,강원특별자치도 춘천시 사농동 219-148,37.91547012,127.721344,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
