정류장 번호,관리번호,정류장명,정류장명(영어),경도,위도,데이터기준일
2290,250026554,퇴계일성A,Toegye Ilsung Apartment,127.72679,37.8662,2026-03-26
2291,250026555,퇴계일성A,Toegye Ilsung Apartment,127.727,37.86607,2026-03-26
2292,250026556,효자교,Hyojagyo,127.72892,37.86784,2026-03-26
2293,250026557,당간지주입구,Flagpole Supports Entrance,127.72192,37.8913,2026-03-26
2294,250026558,당간지주입구,Flagpole Supports Entrance,127.72208,37.89123,2026-03-26
2295,250026559,남춘천역,Namchuncheon Station,127.72339,37.86406,2026-03-26
2296,250026560,백양리역,Baegyang-ri Station,127.58889,37.83118,2026-03-26
2297,250026561,백양리역,Baegyang-ri Station,127.58832,37.83113,2026-03-26
2298,250026562,굴봉산역,Gulbongsan Station,127.55758,37.83206,2026-03-26
2299,250026563,굴봉산역,Gulbongsan Station,127.55742,37.83217,2026-03-26
2300,250026564,성신양회,Sungshin Cement,127.72037,37.8886,2026-03-26
2301,265000812,충의대교,Chungui bridge,127.58957,37.72682,2026-03-26
2302,265000811,충의대교,Chungui bridge,127.58936,37.72666,2026-03-26
2303,250026567,강촌역,Gangchon Station,127.6343,37.80629,2026-03-26
2304,250026568,강촌역,Gangchon Station,127.63372,37.80642,2026-03-26
2305,250026569,강촌역입구,Gangchon Station Entrance,127.63655,37.80598,2026-03-26
2306,250026570,강촌역입구,Gangchon Station Entrance,127.63673,37.80601,2026-03-26
2307,265000805,장학LH정문,Janghak LH Main Gate,127.75076,37.89657,2026-03-26
2308,250026572,막국수체험관,Chuncheon Makguksu Museum,127.74977,37.94842,2026-03-26
2309,250026573,옥광산,Jade Mine,127.80569,37.92098,2026-03-26
2310,250026574,남춘천역2번출구,Namchuncheon Station Exit 2(i),127.72481,37.86371,2026-03-26
2311,250026575,광판농협입구,Gwangpan Nonghyup Entrance,127.70738,37.73539,2026-03-26
2312,250026576,광판농협입구,Gwangpan Nonghyup Entrance,127.7076,37.73512,2026-03-26
2313,250026577,원창3리,Wonchang 3(sam)-ri,127.76664,37.79348,2026-03-26
2314,250026578,원창3리,Wonchang 3(sam)-ri,127.7664,37.79311,2026-03-26
2315,250026579,갈골교,Galgolgyo,127.74034,37.78309,2026-03-26
2316,250026580,갈골교,Galgolgyo,127.74036,37.78278,2026-03-26
2317,250026581,남춘천역2번출구,Namchuncheon Station Exit 2(i),127.72476,37.86384,2026-03-26
2318,250026582,케이티앤지,KT,127.72742,37.86148,2026-03-26
2319,250026583,휴먼시아2차,Humansia 2(i)-cha,127.73334,37.8605,2026-03-26
2320,250026584,휴먼시아1차,Humansia 1(il)-cha,127.7334,37.86073,2026-03-26
2321,265000816,우석로입구,Useok-ro Entrance,127.74896,37.86235,2026-03-26
2322,265000815,우석로입구,Useok-ro Entrance,127.74863,37.86245,2026-03-26
2323,265000806,퇴계동행복센터,Toegye Community Service Center,127.72805,37.86384,2026-03-26
2324,265000807,퇴계동행복센터,Toegye Community Service Center,127.72823,37.86347,2026-03-26
2325,250026596,간척사거리,Gancheok Sageori,127.81727,38.02793,2026-03-26
2326,250026593,느랏재터널입구,Neuratjae Tunnel Entrance,127.82063,37.89437,2026-03-26
2327,250026594,느랏재터널입구,Neuratjae Tunnel Entrance,127.81889,37.88563,2026-03-26
2328,250026595,소양강댐정상,Top of Soyanggang Dam,127.81209,37.94774,2026-03-26
2329,250026597,청평사종점,Cheongpyeongsa Terminus,127.81776,37.98188,2026-03-26
2330,250026598,기도원입구,Prayer House Entrance,127.8166,38.01946,2026-03-26
2331,250026599,석사교사거리,Seoksagyo Sageori,127.7397,37.85738,2026-03-26
2332,250026600,전원주택입구,Country House Entrance,127.70027,37.98549,2026-03-26
2333,250026601,전원주택입구,Country House Entrance,127.70043,37.98582,2026-03-26
2334,250026602,동광길입구,Donggwang-gil Entrance,127.75105,37.88831,2026-03-26
2335,250026603,수협,Suhyup,127.72789,37.86971,2026-03-26
2336,250026604,월송2리입구,Wolsong 2(i)-ri Entrance,127.70588,37.91476,2026-03-26
2337,250026605,월송2리입구,Wolsong 2(i)-ri Entrance,127.70622,37.9148,2026-03-26
2338,250026606,장절공입구,Jangjeolgong Entrance,127.66398,37.90081,2026-03-26
2339,250026607,장절공입구,Jangjeolgong Entrance,127.66405,37.90065,2026-03-26
2340,250026608,호수요양병원,Hosu Hospital,127.69589,37.98246,2026-03-26
2341,250026609,율문3리입구,Yulmun 3(sam)-ri Entrance,127.75181,37.93404,2026-03-26
2342,250026610,고탄농협,Gotan Nonghyup,127.70938,37.9881,2026-03-26
2343,250026611,고탄농협,Gotan Nonghyup,127.70929,37.98823,2026-03-26
2344,250026617,공단입구,Industrial Complex Entrance,127.74988,37.89102,2026-03-26
2345,250026618,공단입구,Industrial Complex Entrance,127.74999,37.89084,2026-03-26
2346,250026619,오탄2리입구,Otan 2(i)-ri Entrance,127.60938,38.04968,2026-03-26
2347,250026620,오탄3리입구,Otan 3(i)-ri Entrance,127.61012,38.05073,2026-03-26
2348,250026621,삼포,Sampo,127.71273,37.79908,2026-03-26
2349,250026622,방앗간앞,Mill Front,127.77833,37.93799,2026-03-26
2350,250026623,침례교회앞,Baptist Church Front,127.77939,37.93929,2026-03-26
2351,250026624,원정사입구,Wonjeongsa Entrance,127.77939,37.94187,2026-03-26
2352,250026625,유포리,Yupo-ri,127.77872,37.94605,2026-03-26
2353,250027017,국유림관리소앞,National Forest Office Front,127.7747,37.93412,2026-03-26
2354,250026627,상걸2리,Sanggeol 2(i)-ri,127.85527,37.85544,2026-03-26
2355,250026628,상걸2리,Sanggeol 2(i)-ri,127.85601,37.85481,2026-03-26
2356,250026629,한화제약입구,Han Wha Pharma Entrance,127.5678,37.75662,2026-03-26
2357,250026630,한화제약입구,Han Wha Pharma Entrance,127.56756,37.75688,2026-03-26
2358,250026631,박암리,Bagam-ri,127.52918,37.7305,2026-03-26
2359,250026632,부강연립앞,Bugang Row House Front,127.71221,37.87853,2026-03-26
2360,250026633,당림1리3반,Dangnim 1(il)-ri 3(sam)-ban,127.61663,37.859,2026-03-26
2361,250026634,당림1리5반,Dangnim 1(il)-ri 5(o)-ban,127.60555,37.84601,2026-03-26
2362,250026635,풀무원입구,Pulmuone Entrance,127.60816,37.84248,2026-03-26
2363,250026636,당림리,Dangnim-ri,127.60198,37.85018,2026-03-26
2364,265000810,봄봄유치원,Bombom Kindergarten,127.71246,37.83366,2026-03-26
2365,250026638,당림1리5반,Dangnim 1(il)-ri 5(o)-ban,127.60107,37.85307,2026-03-26
2366,250026639,덕두원주말농장,Deokduwon Weekend Farm,127.64085,37.87419,2026-03-26
2367,250026640,덕두원주말농장,Deokduwon Weekend Farm,127.64098,37.87423,2026-03-26
2368,265000828,송곡대학교,Songgok Univ.,127.64917,37.79187,2026-03-26
2369,250026642,강원도시가스,Kangwon City Gas,127.74817,37.88608,2026-03-26
2370,250026643,강원도시가스,Kangwon City Gas,127.74792,37.88586,2026-03-26
2371,250026644,소양1교,Soyang 1(il)-gyo,127.73183,37.89382,2026-03-26
2372,250026645,소양1교,Soyang 1(il)-gyo,127.7298,37.89382,2026-03-26
2373,250026646,평화공원,Pyeongwha Park,127.71778,37.8891,2026-03-26
2374,250026647,평화공원,Pyeongwha Park,127.71815,37.88904,2026-03-26
2375,265000818,신동로,Sindong-ro,127.72992,37.93555,2026-03-26
2376,250026649,부강연립,Bugang Row House,127.71178,37.87847,2026-03-26
2377,265000817,신동로,Sindong-ro,127.72965,37.9356,2026-03-26
2378,265000819,율문교,Yulmun bridge,127.76778,37.95997,2026-03-26
2379,265000820,율문교,Yulmun bridge,127.76759,37.95994,2026-03-26
2380,265000821,삼한교,Samhan bridge,127.76954,37.96529,2026-03-26
2381,265000822,삼한교,Samhan bridge,127.76937,37.9653,2026-03-26
2382,250026655,천전삼거리,Cheonjeon Samgeori,127.78161,37.9302,2026-03-26
2383,250026656,상천초교입구,Sangcheon Elementary School Entrance,127.78347,37.93387,2026-03-26
2384,250026657,상천초교입구,Sangcheon Elementary School Entrance,127.78329,37.93385,2026-03-26
2385,250026658,롯데마트석사점,Lotte Mart Seoksa Branch,127.75824,37.86666,2026-03-26
2386,250026659,롯데마트석사점,Lotte Mart Seoksa Branch,127.75852,37.86665,2026-03-26
2387,250026660,스무숲입구,Smusup  Entrance,127.7488,37.85061,2026-03-26
2388,250026661,춘천고용복지센터,Chuncheon Employment Welfare Center,127.74471,37.85146,2026-03-26
2389,250026662,강원체고앞,Gangwon Physical Education High School Front,127.69275,37.85872,2026-03-26
2390,250026663,강원체고앞,Gangwon Physical Education High School Front,127.69245,37.85886,2026-03-26
2391,250026664,춘천공원묘지,Chuncheon Community Cemetery,127.78529,37.94292,2026-03-26
2392,265000826,양정2교,Yangjeong 2(i) bridge,127.78003,37.92153,2026-03-26
2393,265000827,양정2교,Yangjeong 2(i) bridge,127.78017,37.92153,2026-03-26
2394,250026667,갈골,Galgol,127.74006,37.78094,2026-03-26
2395,250026668,솔바우마을,Solbau Village,127.69326,37.9899,2026-03-26
2396,250026669,서부지구대,Seobu Police Precinct,127.71295,37.87459,2026-03-26
2397,250026670,창촌2리입구,Changchon 2(i)-ri Entrance,127.64527,37.78526,2026-03-26
2398,250026671,창촌2리입구,Changchon 2(i)-ri Entrance,127.6453,37.78511,2026-03-26
2399,250026672,창촌농공단지,Changchon Agro？industrial Complex,127.64126,37.78385,2026-03-26
2400,250026673,삼포유원지,Sampo Recreation Area,127.71229,37.79595,2026-03-26
2401,250026674,삼포유원지,Sampo Recreation Area,127.71253,37.7958,2026-03-26
2402,250026675,혈동1리,Hyeoldong 1(il)-ri,127.71367,37.77318,2026-03-26
2403,250026676,덕만리혈동1리입구,Deokman-ri Hyeoldong 1(il)-ri Entrance,127.71338,37.77317,2026-03-26
2404,250026677,보매기,Bomaegi,127.64404,37.78497,2026-03-26
2405,265000813,오항리입구,Ohang-ri Entrance,127.87832,38.00146,2026-03-26
2406,265000814,오항리입구,Ohang-ri Entrance,127.87846,38.00148,2026-03-26
2407,250026680,월송1리,Wolsong 1(il)-ri,127.69216,37.92935,2026-03-26
2408,250026681,월송1리,Wolsong 1(il)-ri,127.69659,37.93057,2026-03-26
2409,265000824,늘란골,Neullangol,127.65285,37.74234,2026-03-26
2410,265000825,늘란골,Neullangol,127.653,37.7424,2026-03-26
2411,265000868,학곡지구입구,Hakgok District Entrance,127.75874,37.84248,2026-03-26
2412,265000830,학곡지구입구,Hakgok District Entrance,127.75887,37.84336,2026-03-26
2413,250026686,신촌1리,Sinchon 1(il)-ri,127.78536,37.85523,2026-03-26
2414,250026687,신촌1리,Sinchon 1(il)-ri,127.78548,37.8551,2026-03-26
2415,250026688,행촌리종점,Hangchon-ri Terminus,127.67478,37.74733,2026-03-26
2416,250026689,홈플러스,Homeplus,127.73411,37.85085,2026-03-26
2417,250026690,만천주공A,Mancheon Jugong Apartment,127.75937,37.88423,2026-03-26
2418,250026691,만천주공A,Mancheon Jugong Apartment,127.7593,37.88438,2026-03-26
2419,250026692,새고개,Sae Pass,127.71946,37.79973,2026-03-26
2420,250026693,서천분교,Seocheon Branch School,127.55548,37.83581,2026-03-26
2421,250026694,서천분교,Seocheon Branch School,127.55529,37.83623,2026-03-26
2422,250026695,발산1리1반,Balsan 1(il)-ri 1(il)-ban,127.60259,37.73208,2026-03-26
2423,250026696,발산1리1반,Balsan 1(il)-ri 1(il)-ban,127.60271,37.73227,2026-03-26
2424,250026697,당림초교,Dangnim Elementary School,127.60796,37.83715,2026-03-26
2425,250026698,거두1리1반,Geodu 1(il)-ri 1(il)-ban,127.77387,37.86087,2026-03-26
2426,250026699,지내리,Jinae-ri,127.72807,37.94356,2026-03-26
2427,265000823,더존비즈온,Douzonebizon,127.63756,37.75783,2026-03-26
2428,250026701,만천3리,Mancheon 3(sam)-ri,127.78098,37.87503,2026-03-26
2429,250026702,올미,Olmi Village,127.73424,37.9303,2026-03-26
2430,250026703,올미,Olmi Village,127.73434,37.93043,2026-03-26
2431,250026704,당림리,Dangnim-ri,127.60519,37.8339,2026-03-26
2432,250026705,방동리입구,Bangdong-ri Entrance,127.68927,37.89498,2026-03-26
2433,250026706,서상마을회관,Seosang Village Hall,127.6612,37.93535,2026-03-26
2434,250026707,서상2리,Seosang 2(i)-ri,127.67058,37.93647,2026-03-26
2435,250026708,서상2리,Seosang 2(i)-ri,127.67708,37.93806,2026-03-26
2436,250026709,서상2리,Seosang 2(i)-ri,127.66493,37.93606,2026-03-26
2437,250026710,우러니입구,Ureoni Entrance,127.69134,37.73584,2026-03-26
2438,265000829,대추나무골,Daechunamugol Village,127.60315,38.05101,2026-03-26
2439,265000833,상일사거리,Sangil Sageori,127.7511,37.91641,2026-03-26
2440,265000832,상일사거리,Sangil Sageori,127.75155,37.9164,2026-03-26
2441,265000834,참전유공자기념탑,Korean war veteran memoreial,127.71943,37.89094,2026-03-26
2442,250026715,창촌3리2반, Changchon 3(sam)-ri 2(i)-ban,127.64051,37.77563,2026-03-26
2443,250026716,관천리종점,Gwancheon-ri Terminus,127.51237,37.72339,2026-03-26
2444,250002195,발산3리종점,Balsan 3(i)-ri Terminus,127.74748,37.96099,2026-03-26
2445,250026718,오항리종점,Ohang-ri Terminus,127.90438,37.97747,2026-03-26
2446,250026719,청평사종점,Cheongpyeongsa Terminus,127.81771,37.9818,2026-03-26
2447,250026720,양통종점,Yangtong Terminus,127.73799,38.00183,2026-03-26
2448,250026721,오탄2리종점,Otan 2(i)-ri Terminus,127.58156,38.05254,2026-03-26
2449,250026722,수동1리종점,Sudong 1(il)-ri Terminus,127.67931,37.77336,2026-03-26
2450,250026723,창촌3리종점,Changchon 3(sam)-ri Terminus,127.62621,37.77684,2026-03-26
2451,250026724,혈동1리종점,Hyeoldong 1(il)-ri Terminus,127.70011,37.77154,2026-03-26
2452,250026725,증4리종점,Jeung 4(Sa)-ri Terminus,127.7311,37.79878,2026-03-26
2453,250026726,혈동2리종점,Hyeoldong 2(i)-ri Terminus,127.68743,37.78527,2026-03-26
2454,250026727,서상2리종점,Seosang 2(i)-ri Terminus,127.65795,37.93442,2026-03-26
2455,250026728,방동리종점,Bangdong-ri Terminus,127.66564,37.90911,2026-03-26
2456,250026729,백양리종점,Baegyang-ri Terminus,127.57322,37.81033,2026-03-26
2457,265000835,건강생활지원센터,(Health Promotion Center),127.74071,37.90213,2026-03-26
2458,250026731,가정리종점,Gajeong-ri Terminus,127.57751,37.76329,2026-03-26
2459,265000836,반다비체육센터,(Bandabi Sports Center),127.74071,37.90231,2026-03-26
2460,250026733,거두2리마을회관,Geodu 2(i)-ri Village Hall,127.78738,37.86115,2026-03-26
2461,250026734,용산3리마을회관,Yongsan 3(sam)-ri Village Hall,127.70752,37.94645,2026-03-26
2462,250026735,지내2리마을회관,Jinae 2(i)-ri Village Hall,127.72103,37.95979,2026-03-26
2463,250026736,올미종점,Olmi Terminus,127.73734,37.92627,2026-03-26
2464,250026737,지암2교,Jiam 2(i)-gyo,127.59532,37.97546,2026-03-26
2465,250026738,재취골,Jaechwigol,127.73142,37.78919,2026-03-26
2466,250026739,조양3리종점,Joyang 3(sam)-ri Terminus,127.83281,37.75112,2026-03-26
2467,265000837,사암1리마을회관,(Saam 1(il)-ri Villagehall),127.77087,37.83162,2026-03-26
2468,250026741,구곡폭포종점,Gugokpokpo Terminus,127.61677,37.79725,2026-03-26
2469,250026742,안보2리종점,Anbo 2(i)-ri Terminus,127.57648,37.84986,2026-03-26
2470,265000838,사암1리마을회관,(Saam 1(il)-ri Villagehall),127.77093,37.83169,2026-03-26
2471,250026744,덕두2리종점,Deokdu 2(i)-ri Terminus,127.62944,37.88318,2026-03-26
2472,250026745,창촌농공단지,Changchon Agro？industrial Complex,127.64139,37.78373,2026-03-26
2473,250026746,방곡2리종점,Banggok 2(i)-ri Terminus,127.62929,37.78812,2026-03-26
2474,250026747,설미종점,Seolmi Terminus,127.6792,37.80987,2026-03-26
2475,250026748,월곡리종점,Wolgok-ri Terminus,127.80805,37.92256,2026-03-26
2476,250026749,월송3리종점,Wolsong 3(sam)-ri Terminus,127.67541,37.91708,2026-03-26
2477,265000707,애니메이션박물관,Animation Museum,127.68986,37.89316,2026-03-26
2478,250026751,오월리종점,Owol-ri Terminus,127.6251,37.9663,2026-03-26
2479,265000839,거두신촌언덕길,Geodu Sinchon hillside road,127.78922,37.85773,2026-03-26
2480,265000840,거두신촌언덕길,Geodu Sinchon hillside road,127.78916,37.85786,2026-03-26
2481,250026754,가재미마을,Gajaemi Village,127.68601,37.92597,2026-03-26
2482,250026755,월송1리,Wolsong 1(il)-ri,127.684,37.92919,2026-03-26
2483,250026756,월송1리,Wolsong 1(il)-ri,127.6728,37.92074,2026-03-26
2484,250026757,월송2리입구,Wolsong 2(i)-ri Entrance,127.69375,37.91844,2026-03-26
2485,250026758,삽다리고개,Sapdari Pass,127.66001,37.73612,2026-03-26
2486,250026759,소양호권역홍보관,Soyangho Area Public Information Hall,127.88036,38.02968,2026-03-26
2487,250026760,창촌3리삼거리,Changchon 3(sam)-ri Samgeori,127.64256,37.7708,2026-03-26
2488,250026761,전력산업단지,Electric Power Industrial Complex,127.62747,37.76463,2026-03-26
2489,250026762,백치고개정상,Baekchi Pass Summit,127.81582,38.00304,2026-03-26
2490,250026763,광판삼거리,Gwangpan Samgeori,127.71163,37.74379,2026-03-26
2491,250026764,호수요양병원,Hosu Hospital,127.69559,37.98244,2026-03-26
2492,250026765,거두리종점,Geodu-ri Terminus,127.79176,37.86158,2026-03-26
2493,265000841,금광터,Geumgwangteo Village,127.74652,37.95337,2026-03-26
2494,250026767,한신휴플러스,Hanshin Hue Plus Apartment,127.72636,37.88398,2026-03-26
2495,250026768,e편한세상,ePyeonhansesang Apartment,127.7266,37.8841,2026-03-26
2496,250026769,사암2리마을회관,Saam 2(i)-ri Village Hall,127.76676,37.83984,2026-03-26
2497,265000710,사암2리,Saam 2(i)-ri,127.77102,37.83547,2026-03-26
2498,250026771,거두1리1반,Geodu 1(il)-ri 1(il)-ban,127.7697,37.86033,2026-03-26
2499,250026772,사암4리,Saam 4(sa)-ri,127.76413,37.82384,2026-03-26
2500,250026773,사암리,Saam-ri,127.76772,37.82611,2026-03-26
2501,265000843,오양골길,Oyanggol-gil,127.60908,37.82852,2026-03-26
2502,265000844,오양골길,Oyanggol-gil,127.60909,37.82838,2026-03-26
2503,250026776,학곡리,Hakgok-ri,127.76328,37.82284,2026-03-26
2504,250026777,새고개교,Sae Pass-gyo,127.72798,37.79938,2026-03-26
2505,250026778,장학교차로,Janghak Junction,127.75555,37.89383,2026-03-26
2506,250026779,장학해온채A,Janghak Haeonchae Apartment,127.75391,37.89731,2026-03-26
2507,265000700,장학해온채A,Janghak Haeonchae Apartment,127.75381,37.89828,2026-03-26
2508,250026781,꿈자람어린이공원,Adventure Kids Park,127.72047,37.88369,2026-03-26
2509,250026782,꿈자람어린이공원,Adventure Kids Park,127.72037,37.88349,2026-03-26
2510,265000845,옛백양리역,Former Baegyang-ri Station,127.61243,37.8278,2026-03-26
2511,265000846,옛백양리역,Former Baegyang-ri Station,127.6124,37.82767,2026-03-26
2512,250026785,오월2리,Owol 2(i)-ri,127.62715,37.96821,2026-03-26
2513,250026786,오월2리,Owol 2(i)-ri,127.62918,37.96965,2026-03-26
2514,250026787,오월2리,Owol 2(i)-ri,127.63558,37.97158,2026-03-26
2515,250026788,강원숲체험장입구,Gangwon Forest Experience Center Entrance,127.6409,37.97163,2026-03-26
2516,250026789,오월2리,Owol 2(i)-ri,127.6417,37.97519,2026-03-26
2517,250026790,오월리납실교,Owol-ri Napsilgyo,127.64308,37.97865,2026-03-26
2518,250026791,새고개교,Sae Pass-gyo,127.72808,37.79949,2026-03-26
2519,250026792,장학1리마을회관,Janghak 1(il)-ri Village Hall,127.7638,37.8968,2026-03-26
2520,250026793,장학1리마을회관,Janghak 1(il)-ri Village Hall,127.76362,37.89694,2026-03-26
2521,265000708,하일종점,Hail Terminus,127.75498,37.91386,2026-03-26
2522,250026795,하일,Hail,127.75687,37.91367,2026-03-26
2523,250026796,장학농장,Janghak Farm,127.75672,37.91071,2026-03-26
2524,250026797,장학17리,Janghak-17(sipchil)-ri,127.7547,37.90757,2026-03-26
2525,250026798,장학17리회관,Janghak-17(sipchil)-ri Village Hall,127.75372,37.90572,2026-03-26
2526,250026799,장학17리회관,Janghak-17(sipchil)-ri Village Hall,127.75384,37.90564,2026-03-26
2527,250026800,장학17리,Janghak-17(sipchil)-ri,127.75485,37.90761,2026-03-26
2528,250026801,장학농장,Janghak Farm,127.75684,37.91074,2026-03-26
2529,250026802,하일,Hail,127.75698,37.91379,2026-03-26
2530,250026803,팔미1리,Palmi 1(il)-ri,127.71026,37.82982,2026-03-26
2531,250026804,의암리입구,Uiam-ri Entrance,127.68199,37.8273,2026-03-26
2532,250026805,의암리입구,Uiam-ri Entrance,127.68102,37.82781,2026-03-26
2533,250026806,강원효장례문화원,Gangwon Hyo Funeral Home,127.7762,37.85792,2026-03-26
2534,250026807,퇴계농공로,Toegyenonggon-ro,127.74183,37.84536,2026-03-26
2535,250026808,퇴계공단길,Toegyegongdan-gil,127.73539,37.84555,2026-03-26
2536,250026809,도재활병원삼거리,Gangwon-do Rehabilitation Hospital Samgeori,127.73835,37.90307,2026-03-26
2537,250026810,강원도재활병원,Gangwondo Rehabilitation Hospital,127.74195,37.90386,2026-03-26
2538,250026811,우두사거리,Udu Sageori,127.74021,37.90687,2026-03-26
2539,250026812,거두농공단지,Geodu Agroindustrial Complex,127.77879,37.86576,2026-03-26
2540,250026813,거두농공단지종점,Geodu Agroindustrial Complex Terminus,127.78144,37.86695,2026-03-26
2541,250026814,거두농공단지종점,Geodu Agroindustrial Complex Terminus,127.7813,37.8671,2026-03-26
2542,250026815,거두농공단지,Geodu Agroindustrial Complex,127.77867,37.86592,2026-03-26
2543,250026816,강원도재활병원,Gangwondo Rehabilitation Hospital,127.74179,37.90351,2026-03-26
2544,250026817,간동2교,Gandong 2(i)-gyo,127.81361,38.02682,2026-03-26
2545,250026818,간동2교,Gandong 2(i)-gyo,127.81349,38.02697,2026-03-26
2546,250026819,추곡약수터입구,Chugok Mineral Spring Entrance,127.88958,38.03022,2026-03-26
2547,250026820,군자리,Gunja-ri,127.73537,37.78825,2026-03-26
2548,250026821,팔미1리,Palmi 1(il)-ri,127.71044,37.82934,2026-03-26
2549,250026822,산촌생태마을,Sanchon Eco Village,127.63614,37.88021,2026-03-26
2550,250026823,지내1리종점,Jinae 1(il)-ri Terminus,127.73278,37.96726,2026-03-26
2551,265000657,지내2리성문산,Jinae 2(i)-ri Seongmunsan,127.71998,37.96116,2026-03-26
2552,265000658,지내2리샘골,Jinae 2(i)-ri Saemgol,127.72355,37.96286,2026-03-26
2553,265000659,지내1리,Jinae 1(il)-ri,127.7274,37.96407,2026-03-26
2554,265000660,지내1리,Jinae 1(il)-ri,127.73007,37.96513,2026-03-26
2555,250026828,소망마을,Somang Village,127.7836,37.93346,2026-03-26
2556,250026829,해강A,Haegang Apartment,127.7896,37.93285,2026-03-26
2557,250026830,장학부영A,Janghak Booyoung Apartment,127.75278,37.89642,2026-03-26
2558,250026831,장학LH1단지,Janghak LH 1(il)-danji,127.75261,37.89635,2026-03-26
2559,265000847,평촌리,Pyeongchon-ri,127.83182,37.87635,2026-03-26
2560,265000848,평촌리,Pyeongchon-ri,127.83243,37.87649,2026-03-26
2561,250026834,칠전대우A,Chiljeon Daewoo Apartment,127.71321,37.84487,2026-03-26
2562,265000849,쉬어골,Swieogol,127.82273,37.87725,2026-03-26
2563,265000850,쉬어골,Swieogol,127.82434,37.8778,2026-03-26
2564,250026837,원창교,Wonchanggyo,127.74387,37.78722,2026-03-26
2565,250026838,창촌3리,Changchon 3(sam)-ri,127.63652,37.7686,2026-03-26
2566,250026839,신동교,Sindonggyo,127.72114,37.93477,2026-03-26
2567,250026840,보매기,Bomaegi,127.6441,37.78483,2026-03-26
2568,265000864,추곡약수터입구,Chugok Mineral Spring Entrance,127.88975,38.03022,2026-03-26
2569,250026842,증4리,Jeung 4(Sa)-ri,127.7238,37.80115,2026-03-26
2570,250026843,송암리,Songam-ri,127.69773,37.98879,2026-03-26
2571,250026844,오월교,Owolgyo,127.64868,37.9797,2026-03-26
2572,250026845,간척리,Gancheok-ri,127.83754,38.02891,2026-03-26
2573,250026846,태백교,Taebaekgyo,127.75362,37.84872,2026-03-26
2574,250026847,운전면허시험장,Driver’s License Examination Office,127.75095,37.94762,2026-03-26
2575,250026848,감정리,Gamjeong-ri,127.78662,37.90394,2026-03-26
2576,250026849,지내리,Jinae-ri,127.72861,37.95141,2026-03-26
2577,250026850,큰물건너입구,Keunmulgeonneo Entrance,127.68215,37.98202,2026-03-26
2578,250026851,서천리주명교,Seocheon-ri Jumyeonggyo,127.5529,37.84344,2026-03-26
2579,250026852,인성학교입구,Inseong School Entrance,127.87971,37.99827,2026-03-26
2580,250026853,인성학교입구,Inseong School Entrance,127.87981,37.99849,2026-03-26
2581,250026854,군자3리,Gunja 3(sam)-ri,127.75528,37.76003,2026-03-26
2582,250026855,방곡2리,Banggok 2(i)-ri,127.63286,37.78883,2026-03-26
2583,250026856,월곡리입구,Wolgok-ri Entrance,127.7945,37.91688,2026-03-26
2584,250026857,조양삼거리,Joyang Samgeori,127.76479,37.76741,2026-03-26
2585,250026858,오월교,Owolgyo,127.64934,37.97957,2026-03-26
2586,250026859,산수1리마을회관,Sansu 1(il)-ri Village Hall,127.66816,37.71401,2026-03-26
2587,250026860,강촌입구,Gangchon Entrance,127.63194,37.81935,2026-03-26
2588,250026861,혈동1리,Hyeoldong 1(il)-ri,127.70679,37.76877,2026-03-26
2589,250026862,오빛뜰체험관,Obittteul Experience Center,127.88813,37.98531,2026-03-26
2590,250026863,오빛뜰체험관,Obittteul Experience Center,127.88807,37.98546,2026-03-26
2591,250026866,옥광산,Jade Mine,127.80552,37.92102,2026-03-26
2592,250026867,지내1리,Jinae 1(il)-ri,127.73009,37.96525,2026-03-26
2593,250026868,지내1리,Jinae 1(il)-ri,127.72733,37.96419,2026-03-26
2594,250026869,지내2리샘골,Jinae 2(i)-ri Saemgol,127.72272,37.96289,2026-03-26
2595,250026870,지내2리성문산,Jinae 2(i)-ri Seongmunsan,127.72,37.96128,2026-03-26
2596,250027104,지내2리응달말,Jinae 2(i)-ri Eungdalmal,127.72316,37.95778,2026-03-26
2597,250026872,지내리,Jinae-ri,127.72853,37.95135,2026-03-26
2598,265000752,발산1리,Balsan 1(il)-ri,127.7558,37.9599,2026-03-26
2599,250026874,발산2리,Balsan 2(i)-ri,127.76235,37.96157,2026-03-26
2600,250026875,발산2리,Balsan 2(i)-ri,127.76284,37.95766,2026-03-26
2601,250026876,발산2리,Balsan 2(i)-ri,127.76111,37.95571,2026-03-26
2602,265000863,국립춘천병원본관,Chuncheon National Hospital Mainbuilding,127.76577,37.77159,2026-03-26
2603,250026878,아침못종점,Achimmot Terminus,127.76337,37.95,2026-03-26
2604,250026879,오동초등학교,Odong Elementary School,127.75575,37.95043,2026-03-26
2605,250026880,윗샘밭종점,Witsaembat Terminus,127.7914,37.93158,2026-03-26
2606,250027093,방송통신대앞,Korea National Open University Front,127.72081,37.87193,2026-03-26
2607,250027091,타워푸르지오A,Tower Prugio Apartment,127.71979,37.86856,2026-03-26
2608,250027092,남부노인복지관,Nambu Senior Welfarecenter,127.71976,37.86832,2026-03-26
2609,265000851,월송리가압펌프,Wolsong-ri Boosterpump,127.67779,37.92739,2026-03-26
2610,265000852,월송리가압펌프,Wolsong-ri Boosterpump,127.67773,37.92723,2026-03-26
2611,250027087,남춘천여중,Namchuncheon Girls' Middle School,127.72056,37.8583,2026-03-26
